Run , DB Rows , Blob Size (Bytes) , Blob Type , DB Size (Bytes) , Total Write Time , Avrg. Write Time (s) , Write Time Deviation , Min Write Time (s) , Max Write Time (s) , Max Write Time Occurrance (%) , Most Common Write Time (s) , Write Time Increase
1 , 1000 , 10000 , Zeros , 10272768 , 00:00:6.698 , 0.007 , 0.00282 , 0.004 , 0.076 , 0 , 0.006 , 7.43E-7
2 , 1000 , 10000 , Zeros , 10272768 , 00:00:7.341 , 0.007 , 0.0118 , 0.004 , 0.28 , 0 , 0.006 , 2.71E-6
3 , 1000 , 10000 , Zeros , 10272768 , 00:00:7.558 , 0.008 , 0.0156 , 0.004 , 0.296 , 0 , 0.006 , 3.14E-6
4 , 1000 , 10000 , Zeros , 10272768 , 00:00:9.643 , 0.01 , 0.00953 , 0.004 , 0.302 , 0 , 0.01 , -2.03E-6
5 , 1000 , 10000 , Zeros , 10272768 , 00:00:9.752 , 0.01 , 0.00655 , 0.004 , 0.206 , 0 , 0.01 , -1.15E-6
6 , 1000 , 10000 , Zeros , 10272768 , 00:00:10.538 , 0.011 , 0.00969 , 0.005 , 0.217 , 0 , 0.01 , 4.3E-7
7 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.187 , 0.018 , 0.0127 , 0.011 , 0.251 , 0 , 0.014 , -2.64E-7
8 , 1000 , 10000 , Zeros , 10272768 , 00:00:16.044 , 0.016 , 0.0118 , 0.01 , 0.239 , 0 , 0.013 , 4.12E-6
9 , 1000 , 10000 , Zeros , 10272768 , 00:00:16.599 , 0.017 , 0.0103 , 0.011 , 0.239 , 0 , 0.018 , 5.9E-6
10 , 1000 , 10000 , Zeros , 10272768 , 00:00:20.715 , 0.021 , 0.0123 , 0.012 , 0.242 , 0 , 0.019 , 6.81E-6
11 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.452 , 0.017 , 0.0104 , 0.011 , 0.232 , 0 , 0.017 , -3.73E-6
12 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.419 , 0.018 , 0.0113 , 0.011 , 0.213 , 0 , 0.018 , -8.47E-6
13 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.9 , 0.019 , 0.0118 , 0.011 , 0.247 , 0 , 0.018 , 3.17E-6
14 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.783 , 0.018 , 0.0102 , 0.011 , 0.224 , 0 , 0.017 , -4.41E-6
15 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.4 , 0.018 , 0.0108 , 0.012 , 0.286 , 0 , 0.017 , 3.51E-6
16 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.851 , 0.018 , 0.0109 , 0.011 , 0.21 , 0 , 0.017 , -2.61E-7
17 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.977 , 0.019 , 0.00911 , 0.011 , 0.196 , 0 , 0.019 , 3.32E-6
18 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.251 , 0.018 , 0.0115 , 0.011 , 0.249 , 0 , 0.018 , 7.21E-6
19 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.883 , 0.018 , 0.00952 , 0.011 , 0.202 , 0 , 0.018 , -4.87E-6
20 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.928 , 0.018 , 0.0106 , 0.011 , 0.215 , 0 , 0.018 , -1.06E-7
21 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.547 , 0.019 , 0.0115 , 0.012 , 0.232 , 0 , 0.018 , 1.8E-6
22 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.943 , 0.018 , 0.00934 , 0.011 , 0.216 , 0 , 0.018 , 2.59E-6
23 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.067 , 0.018 , 0.0103 , 0.012 , 0.245 , 0 , 0.017 , -2.5E-6
24 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.472 , 0.018 , 0.00887 , 0.011 , 0.199 , 0 , 0.018 , 8.99E-6
25 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.622 , 0.018 , 0.0118 , 0.011 , 0.269 , 0 , 0.018 , 1.28E-6
26 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.059 , 0.018 , 0.0117 , 0.01 , 0.273 , 0 , 0.018 , 1.49E-6
27 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.21 , 0.018 , 0.0109 , 0.012 , 0.234 , 0 , 0.018 , 7.13E-6
28 , 1000 , 10000 , Zeros , 10272768 , 00:00:19.065 , 0.019 , 0.011 , 0.012 , 0.222 , 0 , 0.018 , 7.51E-6
29 , 1000 , 10000 , Zeros , 10272768 , 00:00:19.326 , 0.019 , 0.0116 , 0.012 , 0.218 , 0 , 0.019 , 2.02E-6
30 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.702 , 0.019 , 0.0123 , 0.012 , 0.258 , 0 , 0.018 , 2.11E-6
31 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.929 , 0.019 , 0.0118 , 0.012 , 0.25 , 0 , 0.018 , 3.23E-6
32 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.34 , 0.018 , 0.00813 , 0.012 , 0.145 , 0 , 0.018 , 7.16E-7
33 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.461 , 0.018 , 0.00806 , 0.011 , 0.208 , 0 , 0.018 , 7.64E-6
34 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.925 , 0.019 , 0.0109 , 0.012 , 0.257 , 0 , 0.018 , -7.78E-7
35 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.928 , 0.018 , 0.0114 , 0.01 , 0.266 , 0 , 0.018 , 7.23E-6
36 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.592 , 0.019 , 0.0108 , 0.012 , 0.259 , 0 , 0.019 , 1.22E-6
37 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.877 , 0.019 , 0.01 , 0.013 , 0.25 , 0 , 0.018 , -3.54E-6
38 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.676 , 0.019 , 0.0128 , 0.012 , 0.264 , 0 , 0.018 , 4.06E-6
39 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.14 , 0.018 , 0.013 , 0.009 , 0.255 , 0 , 0.018 , -3.02E-6
40 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.764 , 0.019 , 0.01 , 0.013 , 0.199 , 0 , 0.018 , 1.57E-6
41 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.744 , 0.018 , 0.0113 , 0.011 , 0.244 , 0 , 0.018 , -2.48E-6
42 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.404 , 0.018 , 0.0105 , 0.011 , 0.236 , 0 , 0.018 , 4.18E-6
43 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.94 , 0.018 , 0.0116 , 0.011 , 0.296 , 0 , 0.018 , 7.26E-6
44 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.543 , 0.019 , 0.00972 , 0.011 , 0.223 , 0 , 0.018 , 7.8E-6
45 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.145 , 0.018 , 0.00916 , 0.011 , 0.213 , 0 , 0.018 , 6.99E-6
46 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.162 , 0.018 , 0.0126 , 0.012 , 0.251 , 0 , 0.018 , 2.35E-6
47 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.437 , 0.018 , 0.011 , 0.011 , 0.238 , 0 , 0.018 , 2.24E-6
48 , 1000 , 10000 , Zeros , 10272768 , 00:00:19.273 , 0.019 , 0.00855 , 0.014 , 0.224 , 0 , 0.019 , 8.59E-6
49 , 1000 , 10000 , Zeros , 10272768 , 00:00:18.848 , 0.019 , 0.00984 , 0.012 , 0.235 , 0 , 0.018 , 1.04E-5
50 , 1000 , 10000 , Zeros , 10272768 , 00:00:17.608 , 0.018 , 0.0117 , 0.011 , 0.256 , 0 , 0.018 , -2.08E-6
